dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty,LandAndOceanMovingAverageTemperature12
1889-08-01,13.504,0.383,19.732,0.535,7.614999999999998,0.452,16.604,0.153,15.176250000000001
1889-09-01,11.547,0.339,17.455000000000002,0.416,5.635,0.5589999999999999,15.913,0.146,15.169416666666665
1889-10-01,8.865,0.282,14.902,0.594,2.608,0.84,15.116,0.139,15.152583333333334
1889-11-01,4.9990000000000006,0.44,11.146,0.522,-0.5670000000000001,0.42,13.996,0.1689999999999999,15.130666666666665
1889-12-01,3.099,0.412,9.264,0.438,-2.395,0.596,13.401,0.158,15.113416666666666
1890-01-01,1.836,0.401,7.6469999999999985,0.458,-4.24,0.56,13.068,0.157,15.084333333333333
1890-02-01,2.516,0.373,8.668,0.564,-3.764,0.461,13.394,0.157,15.037666666666667
1890-03-01,4.21,0.377,10.474,0.404,-2.1710000000000003,0.573,13.890999999999998,0.158,14.991416666666666
1890-04-01,7.738999999999999,0.357,13.672,0.64,1.641,0.408,14.875,0.153,14.955583333333335
1890-05-01,10.464,0.373,16.865000000000002,0.595,3.943000000000001,0.403,15.624,0.156,14.931333333333335
1890-06-01,12.872,0.352,18.703,0.627,6.707000000000002,0.5720000000000001,16.25,0.147,14.910666666666666
1890-07-01,14.034,0.354,19.718,0.908,7.857,0.687,16.528,0.153,14.888333333333334
1890-08-01,13.265999999999998,0.352,19.325,0.67,7.146999999999999,0.407,16.427,0.148,14.87358333333333
1890-09-01,11.546,0.324,17.266000000000002,0.522,5.494,0.398,15.842,0.145,14.867666666666667
1890-10-01,9.178,0.238,14.747,0.415,3.367,0.542,15.02,0.135,14.859666666666667
1890-11-01,5.03,0.273,11.451,0.6659999999999999,-1.043,0.562,13.803,0.138,14.843583333333335
1890-12-01,2.969,0.342,8.611,0.512,-2.729,0.526,13.367,0.149,14.84075
1891-01-01,1.6780000000000002,0.351,7.588999999999999,0.622,-4.011,0.4920000000000001,13.037,0.155,14.838166666666666
1891-02-01,1.88,0.398,8.122,0.569,-4.465,0.507,13.298,0.165,14.830166666666669
1891-03-01,4.755,0.331,10.629,0.44,-1.449,0.593,14.191,0.153,14.855166666666667
1891-04-01,7.6179999999999986,0.284,13.979,0.382,1.182,0.424,14.918,0.147,14.85875
1891-05-01,10.785,0.388,16.645,0.453,4.317,0.385,15.844,0.162,14.877083333333333
1891-06-01,12.888,0.253,18.588,0.48,6.635000000000002,0.413,16.297,0.1369999999999999,14.881
1891-07-01,13.93,0.338,19.849,0.393,7.818,0.445,16.62,0.155,14.888666666666667
1891-08-01,13.496,0.365,19.472,0.584,7.289999999999999,0.454,16.549,0.162,14.898833333333334
1891-09-01,11.763,0.264,17.649,0.614,5.704,0.342,16.07,0.14,14.917833333333334
1891-10-01,8.722000000000001,0.281,15.042,0.324,2.764,0.383,15.023,0.147,14.918083333333334
1891-11-01,5.115,0.353,11.033,0.349,-0.7809999999999999,0.324,13.92,0.151,14.927833333333332
1891-12-01,3.602,0.418,9.803,0.429,-2.138,0.531,13.559,0.1689999999999999,14.943833333333332
1892-01-01,2.018,0.399,7.683,0.462,-3.93,0.465,13.264,0.162,14.96275
1892-02-01,2.805,0.326,9.078,0.667,-3.253,0.464,13.667000000000002,0.146,14.9935
1892-03-01,4.362,0.39,10.752,0.599,-1.931,0.4320000000000001,13.979,0.158,14.975833333333332
1892-04-01,7.5619999999999985,0.301,13.802,0.415,1.2049999999999998,0.4270000000000001,14.803999999999998,0.149,14.966333333333331
1892-05-01,10.622,0.36,16.578000000000007,0.413,4.426,0.413,15.655,0.158,14.950583333333332
1892-06-01,13.263,0.279,19.003,0.463,6.86,0.322,16.303,0.149,14.951083333333331
1892-07-01,13.89,0.328,19.82,0.529,7.917000000000001,0.364,16.476,0.157,14.93908333333333
1892-08-01,13.42,0.353,19.264,0.477,7.447999999999999,0.389,16.39,0.155,14.925833333333335
1892-09-01,11.764,0.26,17.858,0.397,5.5520000000000005,0.326,15.998,0.145,14.919833333333331
1892-10-01,9.29,0.268,15.08,0.388,3.347,0.388,15.126,0.147,14.928416666666665
1892-11-01,4.859,0.331,10.432,0.728,-1.014,0.469,13.732,0.156,14.91275
1892-12-01,2.935,0.471,8.297,0.59,-2.8470000000000004,0.452,13.196,0.19,14.8825
1893-01-01,0.5,0.488,5.9,0.799,-5.3450000000000015,0.48,12.702,0.186,14.835666666666667
1893-02-01,1.654,0.365,7.616,0.5429999999999999,-4.558,0.4970000000000001,13.23,0.161,14.799249999999999
1893-03-01,4.979,0.4,11.066,0.62,-1.2520000000000002,0.368,14.111,0.163,14.810250000000002
1893-04-01,7.994,0.294,13.697,0.6459999999999999,1.582,0.379,14.871,0.147,14.815833333333332
1893-05-01,10.747,0.365,16.812,0.478,4.489000000000001,0.377,15.662,0.155,14.816416666666667
1893-06-01,13.050999999999998,0.287,18.981,0.343,6.7810000000000015,0.364,16.382,0.144,14.823
1893-07-01,14.318,0.339,20.005,0.426,8.102,0.387,16.788,0.155,14.849000000000002
1893-08-01,13.454,0.3670000000000001,19.448,0.348,7.321999999999999,0.336,16.650000000000002,0.153,14.870666666666667
1893-09-01,11.767,0.295,17.799000000000003,0.308,5.599,0.26,15.932,0.139,14.865166666666667
1893-10-01,9.16,0.263,15.185,0.325,3.099,0.3720000000000001,15.152,0.139,14.867333333333335
1893-11-01,5.902,0.281,11.701,0.326,-0.143,0.272,14.079,0.144,14.89625
1893-12-01,3.155,0.399,9.03,0.429,-2.79,0.321,13.388,0.165,14.91225
1894-01-01,1.6909999999999998,0.3720000000000001,7.409999999999998,0.5670000000000001,-4.0390000000000015,0.422,13.039,0.159,14.940333333333333
1894-02-01,2.923,0.354,8.898,0.534,-3.028,0.486,13.455,0.155,14.959083333333334
1894-03-01,5.118,0.398,11.086,0.439,-1.093,0.643,14.08,0.1669999999999999,14.9565
1894-04-01,7.6629999999999985,0.355,13.793,0.498,1.472,0.371,14.794,0.156,14.950083333333334
1894-05-01,10.944,0.293,16.929000000000002,0.441,4.6110000000000015,0.39,15.656,0.148,14.949583333333335
1894-06-01,12.858,0.276,18.782,0.362,6.6030000000000015,0.341,16.226000000000006,0.142,14.936583333333333
1894-07-01,14.004,0.311,19.851,0.483,7.787999999999999,0.335,16.687,0.156,14.928166666666668
1894-08-01,13.488,0.364,19.326,0.373,7.363999999999999,0.35,16.565,0.151,14.921083333333334
1894-09-01,11.579999999999998,0.279,17.425,0.257,5.502999999999999,0.317,15.927,0.141,14.920666666666667
1894-10-01,9.125,0.223,15.042,0.419,2.997,0.356,15.165,0.134,14.921750000000003
1894-11-01,5.405,0.282,11.187,0.338,-0.4909999999999999,0.46,14.036,0.146,14.918166666666666
1894-12-01,3.133,0.3,8.757,0.392,-2.202,0.535,13.347,0.149,14.91475
1895-01-01,1.2950000000000002,0.28,6.960999999999999,0.6609999999999999,-4.319,0.657,13.084,0.14,14.9185
1895-02-01,2.0,0.329,8.18,0.6859999999999999,-4.026,0.534,13.303,0.153,14.905833333333334
1895-03-01,4.689,0.318,10.838,0.333,-1.594,0.389,13.989,0.157,14.898249999999999
1895-04-01,8.247,0.285,14.509,0.457,1.915,0.4970000000000001,15.005,0.154,14.915833333333333
1895-05-01,10.867,0.321,16.892000000000003,0.487,4.638999999999999,0.373,15.703,0.158,14.91975
1895-06-01,13.058,0.266,19.059,0.485,6.905,0.312,16.352,0.141,14.930250000000001
1895-07-01,14.053,0.312,19.614,0.563,7.875,0.382,16.715999999999998,0.153,14.932666666666668
1895-08-01,13.489,0.36,19.471,0.414,7.167000000000001,0.338,16.612000000000002,0.151,14.936583333333333
1895-09-01,11.743,0.294,17.597,0.426,5.687,0.303,15.981,0.141,14.941083333333333
1895-10-01,9.117,0.224,15.159,0.235,2.878,0.359,15.151,0.125,14.939916666666667
1895-11-01,5.744,0.268,11.42,0.49,-0.011,0.42,14.219,0.138,14.955166666666669
1895-12-01,3.462,0.334,9.232,0.32,-2.206,0.403,13.513,0.151,14.969000000000001
1896-01-01,2.291,0.392,7.923999999999999,0.637,-3.4080000000000004,0.446,13.366,0.162,14.9925
1896-02-01,2.707,0.288,8.447000000000001,0.504,-3.367,0.606,13.576,0.146,15.01525
1896-03-01,4.279,0.302,10.469,0.35,-1.868,0.4270000000000001,14.047,0.145,15.020083333333334
1896-04-01,7.329999999999999,0.347,13.586,0.531,1.225,0.3720000000000001,14.895,0.16,15.010916666666667
1896-05-01,10.893,0.339,17.01,0.496,4.626,0.484,15.817,0.16,15.020416666666668
1896-06-01,13.303999999999998,0.267,19.34,0.703,6.863,0.348,16.515,0.14,15.034
1896-07-01,14.233,0.328,19.886,0.413,8.087,0.321,16.866,0.151,15.0465
1896-08-01,13.624,0.369,19.572,0.384,7.274999999999999,0.3670000000000001,16.762,0.157,15.059
1896-09-01,11.824000000000002,0.277,17.727,0.409,5.561,0.353,16.143,0.142,15.0725
1896-10-01,9.416,0.229,15.35,0.326,3.212,0.361,15.27,0.13,15.082416666666667
1896-11-01,5.3660000000000005,0.296,11.173,0.506,-0.4690000000000001,0.4,14.187,0.141,15.079749999999999
1896-12-01,3.312,0.272,8.811,0.439,-2.3600000000000003,0.309,13.643,0.142,15.090583333333333
1897-01-01,1.893,0.36,7.411999999999999,0.354,-3.5730000000000004,0.474,13.312,0.161,15.086083333333335
1897-02-01,2.4290000000000003,0.281,8.148,0.49,-3.519,0.475,13.555,0.145,15.084333333333333
1897-03-01,4.345,0.29,10.442,0.524,-2.123,0.457,14.152,0.155,15.093083333333333
1897-04-01,8.277999999999999,0.277,14.293,0.454,1.74,0.293,15.217,0.143,15.119916666666668
1897-05-01,11.377,0.306,17.250999999999998,0.411,5.0680000000000005,0.457,16.02,0.145,15.136833333333334
1897-06-01,13.319,0.355,19.445,0.7170000000000001,7.226,0.357,16.505000000000006,0.155,15.136000000000001
1897-07-01,14.31,0.37,20.297,0.407,8.312000000000001,0.332,16.783,0.161,15.129083333333334
1897-08-01,13.668,0.392,19.753,0.422,7.592,0.329,16.676000000000002,0.161,15.12191666666667
1897-09-01,11.925,0.254,17.918000000000006,0.269,5.901,0.281,16.067999999999998,0.133,15.115666666666668
1897-10-01,9.197,0.251,15.166,0.412,3.279,0.258,15.168,0.135,15.107166666666666
1897-11-01,5.6080000000000005,0.349,11.616,0.524,-0.197,0.407,14.047,0.153,15.095500000000001
1897-12-01,3.1710000000000003,0.281,8.5,0.912,-2.177,0.4370000000000001,13.401,0.145,15.075333333333333
1898-01-01,2.737,0.31,8.35,0.616,-2.885,0.37,13.396,0.149,15.082333333333333
1898-02-01,2.354,0.314,8.238999999999999,0.377,-3.651,0.46,13.364,0.149,15.066416666666667
1898-03-01,3.751,0.271,10.174,0.377,-2.657,0.512,13.749,0.143,15.032833333333334
1898-04-01,7.906999999999999,0.337,14.459,0.289,1.49,0.337,14.868,0.155,15.003750000000002
1898-05-01,10.835,0.306,17.055999999999997,0.58,4.498,0.4970000000000001,15.621,0.144,14.970500000000001
1898-06-01,13.395,0.421,19.452,0.561,7.067,0.4,16.393,0.1639999999999999,14.961166666666669
1898-07-01,14.138,0.3670000000000001,20.145,0.495,8.039,0.306,16.627,0.154,14.948166666666667
1898-08-01,13.579,0.414,19.628,0.5920000000000001,7.656999999999999,0.338,16.512,0.161,14.9345
1898-09-01,11.752999999999998,0.322,17.702,0.325,5.902,0.332,15.914,0.149,14.921666666666667
1898-10-01,8.828,0.247,14.69,0.364,2.8310000000000004,0.336,14.915,0.131,14.900583333333332
1898-11-01,5.452000000000001,0.274,11.444,0.358,-0.359,0.35,13.933,0.139,14.891083333333334
1898-12-01,3.407,0.325,9.443,0.565,-2.096,0.42,13.351,0.144,14.88691666666667
1899-01-01,2.515,0.326,8.443,0.286,-3.2620000000000005,0.517,13.306,0.147,14.879416666666666
1899-02-01,2.38,0.42,8.17,0.4370000000000001,-3.442,0.361,13.399,0.1669999999999999,14.882333333333333
1899-03-01,4.618,0.293,10.635,0.371,-1.5670000000000002,0.306,14.003,0.143,14.903500000000001
1899-04-01,8.280999999999999,0.345,14.438,0.547,2.074,0.386,15.026,0.153,14.916666666666666
1899-05-01,11.023,0.31,17.132,0.384,4.9670000000000005,0.462,15.836,0.143,14.934583333333334
1899-06-01,12.856,0.29,18.799,0.328,6.872000000000001,0.276,16.243000000000002,0.141,14.922083333333333
1899-07-01,14.159,0.333,20.168,0.521,7.9529999999999985,0.341,16.689,0.15,14.927249999999999
1899-08-01,13.777,0.394,19.598,0.5529999999999999,7.645999999999999,0.342,16.746000000000002,0.157,14.94675
1899-09-01,12.127999999999998,0.282,18.22300000000001,0.439,5.974,0.293,16.178,0.138,14.96875
1899-10-01,9.409,0.252,15.317,0.3229999999999999,3.551,0.422,15.287,0.134,14.99975
1899-11-01,6.605,0.31,12.417,0.249,1.063,0.431,14.455,0.144,15.04325
1899-12-01,3.005,0.342,8.639,0.67,-2.668,0.433,13.412,0.153,15.048333333333332
1900-01-01,1.461,0.276,7.193,0.465,-4.102,0.395,13.142,0.142,15.034666666666666
1900-02-01,3.0980000000000003,0.416,9.181,0.604,-2.814,0.626,13.777,0.173,15.066166666666668
1900-03-01,5.492000000000001,0.261,11.377,0.327,-0.68,0.61,14.4,0.141,15.09925
1900-04-01,8.222999999999999,0.292,13.972,0.342,2.131,0.394,15.17,0.151,15.11125
1900-05-01,11.385,0.357,17.415000000000006,0.329,5.178999999999999,0.379,15.955,0.159,15.121166666666667
1900-06-01,13.293,0.282,19.434,0.443,7.112,0.288,16.515,0.147,15.143833333333333
1900-07-01,14.171,0.345,19.897,0.3720000000000001,8.095,0.311,16.785,0.154,15.151833333333334
1900-08-01,13.816,0.383,19.85,0.343,7.891999999999999,0.377,16.699,0.159,15.147916666666667
1900-09-01,11.955,0.293,17.817999999999998,0.382,5.9670000000000005,0.337,16.124000000000002,0.147,15.143416666666667
1900-10-01,9.666,0.255,15.544,0.275,3.833,0.318,15.373,0.14,15.150583333333335
1900-11-01,5.803999999999999,0.276,11.527,0.454,0.121,0.409,14.189,0.1369999999999999,15.128416666666668
1900-12-01,3.655,0.341,9.466,0.315,-1.826,0.431,13.598,0.153,15.143916666666668
1901-01-01,2.1910000000000003,0.291,7.995999999999999,0.604,-3.491,0.49,13.29,0.141,15.156250000000002
1901-02-01,3.092,0.418,9.038,0.371,-2.678,0.539,13.66,0.163,15.146500000000001
1901-03-01,5.671,0.251,11.476,0.37,-0.644,0.395,14.383,0.138,15.145083333333332
1901-04-01,8.522,0.326,14.733,0.368,2.264,0.376,15.22,0.151,15.14925
1901-05-01,11.178,0.339,17.315,0.397,4.855,0.39,15.936,0.154,15.147666666666666
1901-06-01,13.423,0.283,19.315,0.386,7.151000000000002,0.3670000000000001,16.441000000000006,0.145,15.1415
1901-07-01,14.339,0.35,20.34,0.43,8.161,0.374,16.718,0.158,15.135916666666668
1901-08-01,13.789,0.343,19.898,0.398,7.659999999999998,0.411,16.663,0.148,15.132916666666667
1901-09-01,11.984000000000002,0.305,17.929000000000006,0.464,5.819,0.322,16.000999999999998,0.14,15.122666666666667
1901-10-01,9.003,0.239,15.002,0.368,2.998,0.338,15.087,0.138,15.098833333333332
1901-11-01,5.976,0.263,12.043,0.55,0.0709999999999999,0.398,14.101,0.1369999999999999,15.091499999999998
1901-12-01,3.335,0.267,9.061,0.672,-2.28,0.37,13.38,0.136,15.073333333333336
1902-01-01,2.684,0.256,8.796999999999997,0.569,-3.031,0.369,13.302,0.13,15.074333333333334
1902-02-01,3.606,0.354,9.814,0.341,-2.504,0.452,13.691,0.148,15.076916666666667
1902-03-01,4.883,0.228,11.166,0.439,-1.339,0.294,14.1,0.127,15.053333333333335
1902-04-01,7.955999999999999,0.321,13.884,0.357,1.5619999999999998,0.358,14.958,0.141,15.031500000000001
1902-05-01,10.893,0.341,16.986,0.536,4.5870000000000015,0.369,15.719,0.145,15.013416666666666
1902-06-01,13.214,0.264,19.338,0.475,6.894,0.32,16.284000000000002,0.129,15.000333333333336
1902-07-01,14.231,0.356,20.2,0.536,7.965,0.339,16.69,0.145,14.998
1902-08-01,13.599,0.357,19.884,0.297,7.449,0.354,16.590999999999998,0.144,14.991999999999999
1902-09-01,11.799,0.289,17.897000000000006,0.299,5.555,0.3720000000000001,16.032,0.134,14.994583333333333
1902-10-01,8.801,0.21,14.811,0.271,2.759,0.347,14.991,0.121,14.986583333333334
1902-11-01,5.274,0.267,11.159,0.335,-0.46,0.327,13.902,0.128,14.97
1902-12-01,2.713,0.27,8.435,0.277,-2.992,0.373,13.24,0.134,14.958333333333334
1903-01-01,2.514,0.224,8.415,0.442,-3.1870000000000003,0.403,13.275,0.128,14.956083333333332
1903-02-01,3.555,0.247,9.297,0.429,-2.49,0.494,13.668,0.132,14.954166666666666
1903-03-01,4.93,0.212,10.963,0.294,-1.158,0.412,14.05,0.124,14.950000000000001
1903-04-01,7.831999999999999,0.292,13.958,0.32,1.6980000000000002,0.392,14.800999999999998,0.136,14.936916666666667
1903-05-01,10.794,0.305,16.672,0.398,4.5870000000000015,0.435,15.645,0.139,14.930750000000002
1903-06-01,12.886,0.268,18.897,0.381,6.723000000000001,0.296,16.160999999999998,0.127,14.920499999999999
1903-07-01,13.992,0.366,19.787,0.452,7.87,0.364,16.496000000000002,0.146,14.904333333333332
1903-08-01,13.412,0.377,19.298,0.365,7.557999999999999,0.366,16.304000000000002,0.146,14.880416666666667
1903-09-01,11.501,0.36,17.355999999999998,0.461,5.642,0.285,15.771,0.145,14.858666666666666
1903-10-01,8.812000000000001,0.202,14.634,0.417,2.895,0.371,14.835,0.118,14.845666666666666
1903-11-01,5.516,0.268,11.219,0.391,-0.0509999999999999,0.34,13.828,0.132,14.839500000000001
1903-12-01,2.898,0.359,8.533,0.327,-2.6870000000000003,0.381,13.205,0.145,14.836583333333332
1904-01-01,1.6369999999999998,0.387,7.081999999999999,0.516,-3.86,0.398,12.957,0.152,14.810083333333333
1904-02-01,2.297,0.348,8.507,0.405,-3.583,0.4320000000000001,13.154000000000002,0.147,14.767250000000002
1904-03-01,4.506,0.268,10.559,0.555,-1.575,0.302,13.859000000000002,0.133,14.751333333333333
1904-04-01,7.683999999999998,0.284,13.823,0.625,1.4280000000000002,0.299,14.755,0.1369999999999999,14.747500000000002
1904-05-01,10.84,0.287,16.922,0.516,4.641,0.313,15.573,0.133,14.7415
1904-06-01,13.014,0.248,19.092,0.532,6.7780000000000005,0.298,16.207,0.128,14.745333333333335
1904-07-01,13.836,0.296,19.678,0.647,7.777,0.34,16.525000000000002,0.134,14.747750000000002
1904-08-01,13.459,0.327,19.525,0.451,7.462000000000001,0.321,16.403000000000002,0.1369999999999999,14.756
1904-09-01,11.380999999999998,0.265,17.465000000000003,0.392,5.361000000000001,0.253,15.768,0.129,14.75575
1904-10-01,8.833,0.212,14.902,0.601,3.133,0.314,14.947,0.118,14.765083333333335
1904-11-01,6.23,0.224,11.997,0.3,0.5579999999999999,0.337,14.144,0.119,14.791416666666665
1904-12-01,3.374,0.291,9.212,0.46,-2.067,0.446,13.433,0.13,14.810416666666669
1905-01-01,2.254,0.345,8.017000000000001,0.478,-3.3240000000000003,0.373,13.205,0.14,14.831083333333334
1905-02-01,1.927,0.303,7.7349999999999985,0.28,-3.951,0.411,13.206,0.1369999999999999,14.835416666666667
1905-03-01,4.635,0.235,10.466,0.515,-1.308,0.38,14.035,0.125,14.850083333333336
1905-04-01,7.754999999999999,0.255,13.622,0.341,1.493,0.417,14.857,0.128,14.858583333333334
1905-05-01,10.982,0.28,16.945999999999998,0.38,4.819000000000001,0.451,15.788,0.131,14.8765
1905-06-01,13.112,0.264,19.11,0.379,6.944000000000001,0.341,16.379,0.125,14.890833333333333
1905-07-01,14.077,0.307,19.877,0.441,8.038,0.342,16.651,0.133,14.901333333333334
1905-08-01,13.578,0.327,19.619,0.368,7.719999999999999,0.345,16.558,0.134,14.914250000000001
1905-09-01,11.803999999999998,0.252,17.684,0.363,5.928,0.311,16.004,0.123,14.933916666666667
1905-10-01,9.041,0.239,14.866,0.275,3.117,0.385,15.091,0.122,14.945916666666667
1905-11-01,6.183,0.282,11.984000000000002,0.28,0.574,0.403,14.232,0.127,14.953250000000002
1905-12-01,3.354,0.256,9.06,0.334,-1.931,0.3720000000000001,13.45,0.123,14.954666666666666
1906-01-01,2.068,0.313,8.086,0.42,-3.637000000000001,0.294,13.25,0.1369999999999999,14.958416666666666
1906-02-01,2.301,0.3229999999999999,8.125,0.393,-3.343,0.344,13.502,0.135,14.983083333333333
1906-03-01,4.8660000000000005,0.2,11.008,0.264,-1.229,0.353,14.245,0.117,15.000583333333333
1906-04-01,8.626,0.242,14.786,0.581,2.422,0.383,15.23,0.122,15.031666666666666
1906-05-01,11.239999999999998,0.29,17.146,0.4370000000000001,4.9220000000000015,0.426,15.769,0.132,15.030083333333335
1906-06-01,13.334,0.289,19.287,0.3229999999999999,7.275,0.321,16.436,0.127,15.034833333333333
1906-07-01,14.122,0.3229999999999999,20.058,0.391,8.186,0.345,16.662,0.1369999999999999,15.03575
1906-08-01,13.691,0.34,19.539,0.462,7.842999999999999,0.358,16.593,0.134,15.038666666666666
1906-09-01,11.771999999999998,0.237,17.522000000000002,0.298,5.884,0.338,15.95,0.122,15.034166666666666
1906-10-01,9.267,0.182,14.943,0.254,3.479,0.299,15.152,0.116,15.039249999999997
1906-11-01,5.501,0.192,11.17,0.327,-0.3009999999999999,0.322,14.054,0.116,15.024416666666665
1906-12-01,3.761,0.368,9.258,0.458,-1.664,0.3229999999999999,13.54,0.148,15.031916666666667
1907-01-01,1.798,0.274,7.903,0.38,-3.867,0.324,13.108,0.128,15.020083333333332
1907-02-01,2.117,0.268,7.9929999999999986,0.383,-3.603,0.285,13.257,0.129,14.999666666666664
1907-03-01,4.575,0.209,10.61,0.352,-1.6,0.249,14.15,0.123,14.991749999999998
1907-04-01,7.579,0.263,13.401,0.37,1.521,0.281,14.918,0.133,14.96575
1907-05-01,10.375,0.28,16.335,0.465,4.0840000000000005,0.35,15.602,0.132,14.951833333333333
1907-06-01,12.729,0.267,18.576,0.403,6.509,0.316,16.253,0.13,14.936583333333331
1907-07-01,13.769,0.307,19.626,0.598,7.761,0.348,16.596,0.133,14.931083333333333
1907-08-01,13.362,0.326,19.187,0.318,7.464999999999999,0.35,16.456,0.132,14.919666666666666
1907-09-01,11.665,0.243,17.442999999999998,0.253,5.59,0.299,15.902,0.119,14.915666666666667
1907-10-01,9.234,0.191,15.079,0.283,3.32,0.361,15.159,0.115,14.91625
1907-11-01,5.207000000000001,0.207,10.71,0.31,-0.5570000000000002,0.325,13.872,0.115,14.901083333333334
1907-12-01,2.9560000000000004,0.251,8.831,0.27,-2.585,0.288,13.225,0.121,14.874833333333333
1908-01-01,2.3040000000000003,0.252,8.117999999999999,0.3,-3.548,0.287,13.16,0.123,14.879166666666665
1908-02-01,2.769,0.269,8.527000000000001,0.411,-3.177,0.348,13.441,0.124,14.8945
1908-03-01,4.136,0.317,10.384,0.38,-2.101,0.453,13.783,0.1369999999999999,14.863916666666666
1908-04-01,7.831999999999999,0.295,13.853,0.332,1.735,0.5429999999999999,14.800999999999998,0.129,14.854166666666666
1908-05-01,11.140999999999998,0.285,16.958000000000002,0.388,4.86,0.388,15.757,0.13,14.867083333333333
1908-06-01,13.293,0.248,19.063,0.388,6.902,0.29,16.289,0.119,14.870083333333334
1908-07-01,14.197,0.303,19.748,0.419,8.113,0.37,16.618000000000002,0.129,14.871916666666666
1908-08-01,13.376,0.336,19.359,0.363,7.499,0.346,16.365000000000002,0.134,14.864333333333335
1908-09-01,11.977,0.252,17.781000000000006,0.325,5.977,0.261,15.93,0.119,14.866666666666667
1908-10-01,8.865,0.209,14.675,0.29,2.948,0.329,14.883,0.112,14.84366666666667
1908-11-01,5.272,0.221,11.098,0.296,-0.5760000000000001,0.451,13.842,0.116,14.841166666666666
1908-12-01,3.071,0.31,8.901,0.332,-2.535,0.368,13.189,0.129,14.838166666666666
1909-01-01,1.395,0.314,7.121,0.377,-4.298,0.449,12.839,0.132,14.811416666666666
1909-02-01,2.7060000000000004,0.273,8.571,0.465,-3.447,0.357,13.35,0.125,14.803833333333335
1909-03-01,4.589,0.249,10.659,0.472,-1.6769999999999998,0.478,13.852,0.122,14.809583333333334
1909-04-01,7.534,0.269,13.425999999999998,0.414,1.395,0.42,14.719,0.122,14.802750000000001
1909-05-01,10.611,0.3,16.668000000000006,0.428,4.380000000000001,0.394,15.6,0.127,14.789666666666667
1909-06-01,12.962,0.232,18.71,0.281,6.766,0.327,16.191000000000006,0.114,14.781500000000001
1909-07-01,14.06,0.299,19.787,0.366,8.05,0.343,16.437,0.123,14.76641666666667
1909-08-01,13.752,0.319,19.625,0.353,7.752999999999999,0.371,16.496000000000002,0.126,14.777333333333333
1909-09-01,11.879,0.237,17.891000000000005,0.287,5.778,0.354,15.849,0.112,14.770583333333335
1909-10-01,9.192,0.178,15.139,0.327,3.221,0.34,14.941,0.102,14.77541666666667
1909-11-01,6.236000000000001,0.205,11.959,0.216,0.3229999999999999,0.381,13.993,0.108,14.788000000000002
1909-12-01,3.2230000000000003,0.278,8.763,0.423,-2.353,0.326,13.217,0.121,14.790333333333335
1910-01-01,2.333,0.24,8.094999999999999,0.565,-3.2700000000000005,0.381,13.139,0.114,14.815333333333335
1910-02-01,2.779,0.273,8.388,0.344,-3.2260000000000004,0.489,13.317,0.122,14.812583333333334
1910-03-01,4.606,0.213,10.781,0.334,-1.675,0.421,13.872,0.112,14.814250000000001
1910-04-01,8.104999999999999,0.252,14.37,0.305,1.704,0.422,14.845,0.12,14.82475
1910-05-01,11.005,0.31,17.03,0.327,4.675000000000002,0.514,15.712,0.128,14.834083333333334
1910-06-01,13.151,0.232,19.027,0.246,6.871,0.422,16.264000000000006,0.11,14.840166666666669
1910-07-01,14.279000000000002,0.322,19.952,0.318,8.205,0.385,16.543,0.13,14.848999999999998
1910-08-01,13.677,0.321,19.425,0.302,7.605999999999999,0.395,16.477,0.126,14.847416666666668
1910-09-01,11.733,0.243,17.623,0.286,5.6690000000000005,0.398,15.875,0.112,14.849583333333333
1910-10-01,9.006,0.203,14.905,0.243,2.986,0.377,15.019,0.105,14.856083333333332
1910-11-01,5.318,0.223,11.072,0.42,-0.6540000000000001,0.434,13.75,0.109,14.835833333333333
1910-12-01,2.684,0.289,8.5,0.273,-2.999,0.459,13.015999999999998,0.123,14.819083333333333
1911-01-01,1.66,0.33,7.132999999999999,0.4370000000000001,-3.969,0.285,12.908,0.128,14.799833333333334
1911-02-01,2.4530000000000003,0.214,8.15,0.575,-3.664,0.318,13.164,0.107,14.787083333333333
1911-03-01,4.347,0.199,10.362,0.28,-1.743,0.315,13.752,0.108,14.777083333333335
1911-04-01,7.989999999999998,0.248,14.081,0.382,1.856,0.399,14.716,0.115,14.766333333333336
1911-05-01,10.829,0.279,16.71,0.369,4.6320000000000014,0.307,15.497,0.119,14.748416666666666
1911-06-01,13.009,0.231,19.091,0.231,6.7780000000000005,0.238,16.108,0.108,14.735416666666666
1911-07-01,14.082,0.292,19.987,0.335,8.052999999999999,0.327,16.430999999999997,0.122,14.726083333333335
1911-08-01,13.499,0.329,19.396,0.352,7.606999999999998,0.316,16.387,0.126,14.718583333333333
1911-09-01,11.638,0.233,17.491000000000003,0.242,5.723,0.27,15.799,0.118,14.71225
1911-10-01,9.263,0.193,14.99,0.249,3.401,0.274,15.063,0.108,14.715916666666667
1911-11-01,5.964,0.184,11.652,0.303,0.3089999999999999,0.338,14.062,0.108,14.741916666666667
1911-12-01,3.39,0.242,8.811,0.298,-1.981,0.336,13.425,0.115,14.776000000000002
